COPB2
KHDC4
BAMBI
RTN2
STXBP1
CDK6
NUCB2
HOXA5
MICALL1
SPDEF
BID
FOXO4
ZNF589
CCNA2
CCNE2
GTPBP8
GATA3
ACAA1
MRPS16
SHB
JUN
ACBD3
FCHO1
TFAP2A
MVP
MYO10
RHEB
MAP3K4
CCND1
DUSP3
HACD3
NFKB2
FOXO3
SPTLC2
GATA2
TMCO1
TIMM22
SYK
CCNH
ZNF395
DRAP1
IQGAP1
PAFAH1B1
TSPAN3
ATP2C1
JADE2
GLRX
GOLT1B
POLB
UFM1
PSMD4
MYC
HOMER2
COASY
EPRS1
SENP6
KIF5C
FKBP14
SQSTM1
KIT
PGRMC1
CRTAP
TSEN2
KLHDC2
CNPY3
SMARCD2
COL4A1
PTGS2
SCRN1
RBM34
MAP4K4
HSPA4
SCP2
PCM1
PHKB
MUC1
NFIL3
KDM3A
MAPKAPK3
CLIC4
PRSS23
ABCB6
RPP38
DAG1
SLC5A6
DNAJB2
CETN3
PLA2G4A
PYGL
PPP1R13B
ATF1
DMTF1
CLSTN1
ICAM3
PRCP
SOCS2
LRP10
TSC22D3
MRPL12
HSPB1
ARHGEF12
SMC3
PAK1
BNIP3
ATMIN
TRAM2
CEBPZ
EGF
ITGAE
BIRC5
GNA15
GAPDH
SMAD3
TUBB6
CNOT4
FGFR4
DNMT3A
ETFB
NVL
RPS6KA1
CDC45
STX4
MEF2C
PSRC1
THAP11
ZNF451
PLS1
RAD51C
PACSIN3
MNAT1
EML3
ENOPH1
RAB11FIP2
RRP12
VDAC1
VPS72
PIK3R4
NFKBIA
JPT2
STAMBP
PIK3R3
XBP1
UBE2C
ALDOA
DDIT4
PROS1
TPM1
NPC1
ZMYM2
MRPS2
SUZ12
PRR7
DFFA
DNM1L
IGHMBP2
TCEAL4
SERPINE1
SNAP25
CDKN1A
AKAP8
ETV1
CRELD2
RAB21
SLC35A1
CHEK2
UBE2J1
WDTC1
PSME2
USP14
ZNF131
ARHGEF2
TIMM9
OXA1L
SPAG7
NGRN
CTNND1
NISCH
RRP8
INPP1
KLHL9
CDH3
TXNRD1
CRK
LPAR2
IL4R
ATP1B1
PHGDH
CAT
IKZF1
DNM1
SLC25A46
LAMA3
ADAT1
FBXO7
TRAPPC6A
CYB561
PSME1
TMEM109
KAT6B
SMARCC1
CBR1
MAMLD1
ITFG1
PAFAH1B3
COG4
PGM1
LSM6
CARMIL1
MELK
PAICS
TRAPPC3
RELB
HERPUD1
BHLHE40
CHERP
KLHL21
EBNA1BP2
RBKS
PAF1
PGAM1
ETS1
PCNA
ABHD4
PHKG2
VAT1
BCL7B
NUSAP1
LIG1
HSPD1
GNB5
SCCPDH
EVL
ZW10
PRR15L
COG2
FAM20B
KCTD5
LSM5
MBTPS1
PTK2B
CAB39
NR3C1
TCTN1
PTPRK
LYPLA1
CSNK1A1
ASAH1
SCAND1
BAX
APOE
BAD
STK25
P4HTM
ABHD6
NENF
ACD
DDX10
NUP85
TBC1D9B
TIMELESS
EAPP
ERBB3
PRKX
CASP3
CSNK2A2
HPRT1
SORBS3
TENT4A
RHOA
RALA
RFC5
KDM5B
NFKBIB
CPNE3
UBE2L6
IPO13
FBXL12
FZD7
NR2F6
EIF5
MAPKAPK5
PHKA1
SQOR
AGL
SKP1
MACF1
COPS7A
DMAC2L
STX1A
MAST2
B4GAT1
CCL2
PARP2
KDELR2
HK1
MCM3
IGF2BP2
PARP1
CRKL
NT5DC2
VGLL4
EXT1
ST7
CHAC1
PEX11A
TBPL1
MALT1
RAB27A
PRPF4
EGR1
TRAP1
LIPA
RNH1
PIK3C2B
RRAGA
TIMP2
CISD1
SMNDC1
EDN1
WASHC5
HDGFRP3
GFPT1
AARS1
YKT6
RBM15B
HES1
FZD1
TOMM34
OXCT1
BLMH
DNTTIP2
BTK
DSG2
JMJD6
NUDCD3
GPATCH8
ITGB5
CCDC92
NRIP1
IARS2
DNAJB6
TCTA
INSIG1
AURKA
METRN
ELAVL1
CRYZ
HLA-DMA
DUSP14
SKIC8
CFLAR
RAD9A
MSRA
RFC2
SLC35B1
SLC11A2
GFOD1
S100A13
ATF6
EPHA3
CDK1
RPA1
SNX13
FEZ2
USP22
GAA
DCUN1D4
BZW2
CLTB
MCOLN1
RFNG
PPIE
TBP
SLC25A13
ISOC1
WASF3
CHN1
CSNK1E
ATG3
SUV39H1
DERA
HSPA1A
TRIM13
NIT1
STXBP2
PSIP1
HMG20B
LBR
DENND2D
FYN
GADD45B
MPZL1
CTSL
SDHB
ZMIZ1
PAK4
SNCA
HTRA1
ELAC2
SNX6
RB1
DIPK1A
DAXX
G3BP1
EIF4G1
CSRP1
CCNF
MYL9
RSU1
DNMT1
PXN
UGDH
GSTM2
BNIP3L
CAPN1
MLLT11
TP53BP1
ADGRG1
ARNT2
CANT1
CHMP4A
RPL35A
KLHL29
C10orf88
JOSD1
MYDGF
ZNF764
ATP1A2
THADA
NDUFC1
TMBIM1
MYLK3
FBN1
LRRC49
FXYD3
FSTL1
TMBIM6
PEX5L
CAPNS1
NID1
GPR37
SYNGR1
NUDT4
LSM1
RGS3
ANK2
OTUB2
SORL1
ZNF551
MET
RBMX
FAAP100
BET1
SNU13
MS4A1
ASIC3
INTS8
HERC5
CLDN1
ZNF37BP
ANAPC1
MGAT3
BTBD3
KRT7
TMEM168
RNF19A
SAMD9
LMO2
RNF4
ACKR3
RPS16
MT3
RGS6
SNRNP27
SLC12A9
RAP1GAP2
SEMA3G
MGAT4B
TRMU
TRAF3IP2
PITX1
MB
SP110
MYOC
TINF2
CD72
CLDN18
ATP6V1A
LARP7
KLHL24
ABCA7
AMFR
BTN2A2
BARD1
TKT
IGFBP2
TMEM208
PFN2
EIF3B
CEP290
TAF11
UNC5C
DYNC1I2
GTSE1
ZNF536
USP3
CREM
PFDN5
CDK12
MICAL3
CIB2
SEMA4D
POLR3G
SCD
ANXA3
RNASEH1
PTPN3
PSME4
KATNA1
MRPL20
SLC48A1
VPS35L
CHPF2
THEMIS2
BCLAF1
CNTLN
PMF1
NLRP2
ABR
NNMT
BCR
HCFC1
ACP1
EIF2B4
TAC3
PATZ1
MN1
ECSIT
CCL23
GMCL1
PREPL
CD84
STARD13
ZBTB5
CRCT1
ATAD2B
EDAR
ELP4
LIMD1
KLHL22
GCC2
FAIM2
CSGALNACT2
ATP8A1
CH25H
SLC6A12
PCGF1
CALR
WASF2
NR1D2
OSGIN2
FLRT2
BUD23
ZNF266
PPP2R5D
CCT2
CIB1
C7
PIK3R5
SEC24A
CAMK2N1
NRL
MAP2K2
ABHD18
MRC2
RFPL1S
KRT76
SLC7A6
ZBTB24
TRIM26
DIO2
TEDC2
AVPI1
TP63
SORBS1
FGD1
GNB2
BASP1
RNF38
PDCD6
ZC3H7A
COL1A2
ARF1
CIT
TOE1
SIAH1
SP2
PXMP4
NUDT1
FAM172A
HMGXB3
ROBO1
KCNA1
MRPS14
TAF1B
RGS10
SMARCA5
PAX6
CX3CL1
TCF4
CREB5
TMEM267
ATP8B4
CLUHP3
IL6
NAV2
PAXBP1
PXDC1
RAB33B
AP1M2
MRPS30
CHI3L1
ETFA
KLKB1
NAPG
UBE2W
PLCL2
DNAI2
CLSTN2
PLP1
NOTCH2
SLC28A3
DDIT3
NCF4
VLDLR
ZNF254
IL1RL2
RAB11FIP3
NMU
DLL3
BRD2
BRD1
SIN3B
HILPDA
CASQ2
TMCC2
FHOD3
RTRAF
NACA
YPEL1
STAG3
TUSC2
TP73
NDUFA9
GNB1
SIGLEC7
AKR1C1
PARPBP
MAP4K5
GABRP
SMAGP
RPS6KA4
RGS20
MAPK7
RBP1
ELOVL5
PPP3CB
CASP1
ATP1B2
RIOK3
FZD2
P4HB
PPP3CC
HMCES
RBM39
TRIP11
DUSP13B
ANKRD6
KBTBD11
CD226
CDC123
RCBTB1
ARHGAP22
FBXO28
PLK4
AKIP1
TFF3
SLC2A10
RAD54L2
FGD6
ARID4A
PTPN22
PRKCZ
GAR1
GOLGA8A
TSN
MUL1
COQ10B
PDSS1
IL10RA
ARPC5
SEPTIN9
BICRAL
IBTK
FGF5
TPP2
EMP2
GPHN
FOSL2
N6AMT1
MMP12
AP2A2
KDM1A
CDC27
PRKAR2B
RAD23B
ZBTB6
SH3GL1
CDC25C
ZNF428
CPOX
KMO
ACVR1B
HLA-DPA1
MFAP1
ZNF688
PYGB
FAM184A
S100PBP
FOXN1
HMGN2
PRELID3A
EXPH5
ZWINT
SMG5
CD3D
PPP4R1
JCAD
BRD4
TGFB2
PSMD6
PUM3
REEP4
CD164
PAMR1
DSCAM
IL1RN
AGR2
TRAPPC9
GLS2
CLEC3B
FSCN1
PPP2CB
RCAN2
C11orf24
KPNA1
CDCP1
PNMT
RASSF7
MOCS2
PHIP
NUDT18
INTS7
PLA2G4C
METTL13
CCN3
SOCS6
MIR124-1HG
NKG7
EIF6
MXD3
SLC43A1
PLA2R1
SEC62
FXR1
SIRT1
CEP104
FURIN
PAQR6
RBMS2
PCYT1A
MRPS11
SGCA
UBTD1
SYT5
ETV7
PLXND1
COL7A1
GLMN
DZIP3
TMEM151B
GTF2H4
NFIC
SEMA4G
AHNAK
PAXIP1
METTL3
ZNF468
TGFA
NMRK1
TM9SF4
SKI
CLN5
DOK5
RPL24
SNTA1
RPS2
PARD3
ARPC2
RPL31
DST
ALDH1A1
SCN1A
OSGEPL1
DOK3
LCK
POLR2H
ZNF652
KHNYN
B3GALT4
MTUS1
PPIH
COPS4
ASTN1
CYP4F12
IP6K2
NLE1
CNTRL
SECISBP2L
ZNF668
ACSS3
ETV3
HADHB
PTPN9
CXCL10
C3orf18
PCBP2
GDAP1
HSPA2
MRPL2
ELK3
LPXN
LY96
FUBP3
ASIC1
RNF2
BORCS6
GGA2
ABCC10
LOC283683
CA4
PSMC4
DDX41
PDGFRB
DCLK2
DEK
SLC36A1
XRCC5
TMEM185B
RUNDC3A
ADORA3
GPX3
YIPF2
NOL6
EML2
RPL13P5
PLPPR2
LY6E
MED24
UNC13B
PLAC8
PNMA8A
RAP2B
ASTE1
NARF
ADARB2
HNRNPL
NT5M
SLC14A1
SUV39H2
GATM
P3H1
NCAPG
JAM3
TSEN34
COMMD4
DHX9
PPP6R2
SAMM50
ADNP
LAT2
PRKCG
CDK2AP2
NAA50
CCDC177
LILRA3
EDC4
NBR2
MDH1
CA8
ISG15
ZNF277
TUBB3
AQR
EXOSC9
TPPP3
KLHL3
PON2
ATP10A
EIF1AX
NR2C1
SLIT2
NOC4L
ARHGAP35
BCL7A
NDE1
PRKCA
TAF9
DHX15
BRPF1
TOP2B
LMO3
FAN1
SSBP3
WDR4
ZNF84
ACAP1
NTF3
ANKRD12
BGN
MFAP3L
SLC25A22
ADAM8
CD247
NR1H3
GATA4
ACYP1
EIF2S2
HSPB8
PPP3R1
NEUROD6
CPLANE1
FAM50A
SEC23B
MON1B
IRF3
CYP2R1
MRTO4
RBM38
CDK20
RPP40
TNFRSF4
TLK1
DLX5
THSD7A
ANP32A
LAG3
PLEKHG3
BTN3A3
TMOD2
DENND5A
PRDM13
OR7E14P
APLP2
EOLA2
ABHD2
ZNF154
TSC2
NR0B2
CLTCL1
VWA5A
MED23
RPL13
MMUT
CCNC
MOB3B
CD63
LLGL1
FGFR1
GNL3
FBLN5
UBE4A
FOXN3
CASP6
NDUFB2
TAL1
MPDZ
EPHB6
DNPEP
CLIP3
PPP1CC
RNF144A
PRIM2
GDF15
ENTREP2
C8orf44
ZFR2
ABCD4
SPA17
NGDN
FRMD4A
AACS
MTMR1
PIGQ
C2CD3
PCOLCE2
COX7B
SOX17
NDUFA5
CLK4
CELSR3
SAP30L
NAIP
FLT4
TPT1
PGAP1
KIFC1
URB1
MMP14
LY6G5C
TRAPPC4
BAG5
EIF3A
IFT88
ACBD4
GNL3L
STN1
PRSS3
RHBG
N4BP2L1
MT1M
TIGAR
FGD2
GRIK5
CACNB4
LMO1
HOXD10
RPS14
CYP4F11
CD27
HLA-E
OGFOD2
ARID3B
ARHGEF17
TCF7L1
GLE1
TOX4
GLTP
IFIT5
ADAMTSL4
UQCRH
CCT4
ASB13
ROGDI
ZNF592
PDS5B
SLITRK2
CSNK1G1
ZNF512B
MMACHC
DNAI7
EMID1
PRDM10
WDR47
CHTOP
XPNPEP3
AP1AR
EXOC2
SDC2
TNFAIP1
PTGES
ELL2
RPL37
DPM2
COA1
CEACAM1
CUL9
BRIP1
BRINP2
SLC29A3
SSB
IL17RC
LIMA1
CNTN2
CDC14B
NINJ1
SETDB1
ATP5MC3
SENP7
BCL2L1
STMN4
IVD
MMP9
DICER1
MAZ
GMPPA
ZNF143
GDF10
HECTD3
PDHB
CD59
TMEM14A
HAND2
THAP1
RHBDF2
AATK
CLASRP
ADAP1
SMPD2
TUT4
HELLS
EIF2S3
DPM1
RASGRP1
CELF3
OSBP2
PACSIN2
ARFGAP3
IFT22
TARS1
KAZN
ANKRD27
GPR19
C3orf52
GRM1
PAOX
DGKG
SUPT7L
RUVBL2
IMPDH1
PRDX2
CBLC
RAB1A
UTP6
LAX1
HSPA5
GCH1
CSDC2
ZNF219
STT3A
TCIM
ERG28
PIGV
LINC00472
ANXA5
CHKA
LMNB1
GFPT2
TREM1
ELMO2
SLC2A4RG
FHIP2B
PHB1
LMBRD1
ZCCHC4
AGAP2
C1orf216
DHX8
FAM162A
PRPF4B
BRSK2
MTF1
SCN2B
PEF1
ENGASE
TIMM13
CDC73
ZSCAN32
KPNB1
FLVCR2
YTHDC2
HYI
PIAS3
RAB20
SDR39U1
TMEM165
POLD2
SNRNP70
MOSPD3
WDR11
SLC24A2
EHBP1
CORO1C
NFKB1
GSK3B
ATP10B
TSPYL2
MSMO1
AURKAIP1
STAB1
EML1
CKAP2
KCNK2
NFYB
CDC37
COTL1
TMEM259
TMOD3
MC4R
RAD54L
PIKFYVE
GPM6B
SGK1
GSTT2
TMEM121
UCK2
PLOD1
CHCHD3
ACOT8
SLC8A1
NPRL3
DESI1
GNAI3
PLTP
MXRA7
DPY19L1
POLQ
HNRNPC
ACTR1B
CTSS
ARPC3
CDS2
TAF12
PPP2R2A
FNDC3A
GIMAP5
RNF5
WWC1
PHC2
OARD1
STAT6
NIBAN1
ITGB7
SLC27A5
IRF9
HCFC2
CAVIN2
EDNRB
SPRY4
DUS2
STARD5
CD8A
PPIP5K1
PPP2R3B
IMPDH2
TSR3
ALG13
LDB3
RAB4B
APOO
NDUFS3
HPF1
LY86
SPCS1
TAGLN
AQP1
ENAH
PTMA
ZNF335
WLS
PDPK1
SST
SLC29A2
ARHGDIB
MLLT3
DTX4
ORC4
PIGH
VPS52
DCTN5
VPS8
ANGPTL2
UBP1
JMJD4
ACAA2
SLC41A3
SEPTIN2
MFSD13A
STK16
AHR
COL21A1
RXRG
GTPBP3
VPS13B
IFT81
DIMT1
NHLRC2
MATCAP2
ID3
ZNF44
HBP1
ARL6IP4
HLA-DMB
ELK4
PAQR4
TLR1
PITPNM1
HGH1
THTPA
PRELID3B
RWDD2B
HSD17B12
MPP1
CD93
SNX17
INVS
LEPROT
MPC1
GPX2
GOLGA1
SRP54
TARS2
SUCLG2
EBAG9
SP4
TNFRSF17
RANBP6
RASA4
SHARPIN
KCNC4
RNFT2
ST13
SUSD5
PFAS
DDX43
TGM1
SNAI1
SGPP1
WBP2
DHX58
HNRNPF
CILK1
MRPL46
RCAN3
S100A10
SPSB1
LMTK2
HIPK1
H1-10
SFT2D2
OLFML2A
BRD9
SERINC3
HIVEP1
TAGLN2
RHBDL1
CWF19L1
UBA2
CBL
DDX3Y
MGAT4A
ADAMTSL3
LYPD3
NT5DC3
HNRNPH3
KIF2A
SOX5
SNRPB
MEIS2
ZNF500
LAPTM5
FRZB
WWOX
RIPK1
TMOD1
COL9A3
TP53I3
KLHDC3
BMP2
MRPL11
P3H4
TBX5
SARS1
CLUL1
RING1
CLDN15
VDAC2
MYH9
RHOH
AAGAB
IFNGR2
CRYZL1
FLT3LG
ARHGEF28
CDKAL1
PARP6
GCNT3
URB2
ERMAP
USP49
TBL2
CCPG1
SNRPE
BRCA2
RREB1
GAGE1
ASF1A
FTL
HOXC4
RBM15
BLNK
SS18L2
CD47
YIPF6
DDOST
DUSP8
B4GALT1
SLC25A36
CRHBP
PLCG2
OSBPL2
SEMA3B
FAM234B
TBX3
CSF1
CDK16
HLA-DPB1
PDE6D
SNRPA
ZNF408
NUP50
UBAP2L
LYVE1
HOXA11
KCNC1
NUP62CL
GLT8D1
EXOSC5
RPL17
PFDN2
NAB1
FGF13
CDON
STUM
PPFIA4
PANX1
LILRB4
GEM
CEP55
IL11RA
HS6ST1
CLEC2B
SCPEP1
ZBTB43
CCS
SCEL
PLEKHA6
FES
RPS17
PDGFRL
ADCY8
STK39
ZC3H4
FAM174C
DHRS12
RBM12B
LIAS
GFRA2
C1orf54
CBFB
DSG3
THAP10
NXF3
NPTN
RPS6KA3
INPP5D
AJAP1
MAU2
HDGF
PEX12
GRIA1
ZNF112
HSPH1
SFPQ
NAPA
MRPL3
MOGS
STIL
PPP1R3C
CLN6
TRPM3
BIK
NCAN
NIPSNAP2
HNRNPDL
PRMT7
SH3TC2
PDE4B
VPS13D
RPS19
SP100
RALGPS2
SOX3
FLI1
DIP2A
MT1F
CHCHD7
LAMP5
GAS2
ZNF330
CTSA
LOC730101
EIF2D
SH3TC1
YIF1A
STK19
ATP5F1D
SURF2
SPTBN1
ZC2HC1C
GRP
TPPP
VIP
ATP5PF
SUN1
SNAP29
NAGLU
PPP1R16B
PKMYT1
VPS39
EXOSC2
CCN1
FBXO46
FZD10
GPX7
ZWILCH
TENM3
BCL2L13
SMARCAL1
PKI55
CLIP2
ZNF302
TRIM25
NUP54
HSF1
LTBP1
NUP188
ENTREP3
LSM14B
PITPNA
TPK1
CYLD
SMUG1
TTPAL
KDM8
ARL4A
SLC33A1
ARC
DCAF8
CKLF
MEF2D
GFER
HSPB3
PARK7
HBEGF
HINT1
LIMK1
MSR1
VPS4A
ORC5
CUBN
MYRF
KYNU
VHL
CSTB
PRC1
RSPH14
PELI2
UPF1
OSBP
MICAL1
TIMP1
CUEDC2
MED9
CACNA2D2
PTDSS1
TLR5
VCPIP1
ITGA8
CNIH4
COMT
MED21
IFI44L
TNMD
KLHL25
CCDC81
CARD10
CD83
LRRN3
KIF18B
DERL1
SNAPC2
DCTPP1
SLC9A7
ITPKC
RBBP8
SCML1
PTPRZ1
LARS2
PIM1
HDAC11
BTN3A1
FRMPD1
ASH2L
PIGF
TNFAIP8
ISOC2
KIF17
AKR1C2
GNG5
TNXB
DENND4C
EXOC3
HIRA
NCL
SRPX2
MTSS1
POLR2C
NUMB
ANO2
GMPR
HSPBP1
PRR14
BIRC3
CABYR
SPHK1
ANXA2
PPP4R2
TMEM255A
ACKR4
EFHD1
CERS6
ITIH3
BMP7
GDAP2
PTK7
SMC5
CDC42EP2
HTRA2
KIF3A
MCCC1
MMP17
C1QBP
MED16
NEU3
TDRKH
KRT5
TRMT61A
SKAP1
GEMIN6
LRRC40
P2RX7
PFKP
TSPYL4
GOLIM4
MYO1E
AEN
KIF18A
HERC2
HMGN5
NEK9
TLR6
OIP5
CDC42EP1
IL21R
DNAJC7
TXK
EYA3
SULT4A1
COMMD8
UBA52
NLGN4Y
CDC40
PMEPA1
DSN1
ING4
CAMK2B
DNAAF1
ZZZ3
PTER
NCF2
GATA6
SRSF7
KRT31
PLEKHO1
EVC
MCAT
TTF1
VARS1
SNX3
RIPK4
ATXN7L3B
SOX9
NSD2
ZNF391
EIF3F
RBM25
RPUSD2
NECAB2
MRPS22
HSPB6
CDIP1
PGGT1B
STAR
WDR26
ENTPD3
ZNF324
METTL1
SLC37A1
PTPN2
TYROBP
SLC66A2
DDX21
SLAMF7
ANAPC15
TRMT11
C6orf62
SIPA1L1
FRG1
MAP3K5
KCNV1
PSMB4
PTX3
COQ7
ICE2
COL3A1
SVEP1
ARHGEF3
TIMM44
TPD52L1
ZNF236
AHDC1
AMD1
ECE1
ENTR1
RBFOX1
DEPTOR
CBLN1
LRP6
CHP2
IFFO1
TLE4
ZCCHC14
SYT17
TYMP
NSUN5P1
RAB5C
FBXO9
CIAO2B
NECAP2
ITM2B
IFI6
HPSE2
LIN7A
LTB4R
ATP7B
MYT1
SOCS7
RGP1
ALPL
CACNA1I
HTT
TRIM33
BBS9
FBXL4
PRDX4
ARL8B
IL1RL1
LCN2
HOXA4
CEP170B
PSMB3
MYOT
SLIT3
C14orf93
TASOR
BSPRY
ZNF165
FLOT1
HIC1
PLAA
CRH
SAP30
SULF1
MEGF8
MRPS31
RALGAPA1
HPCAL4
KCND3
MRPS18A
GGA3
DENR
POLD3
ATIC
EIF3G
H2BC9
FADS2
FUT9
SPHK2
MFAP2
PLXNC1
SPARCL1
AIP
MVB12B
TRAT1
EXTL2
SOSTDC1
UBA7
ARMC7
FUBP1
NCAPD3
MZF1
NDUFA4L2
NTAQ1
MTHFS
MOSPD1
NAGPA
INSIG2
PCDH8
GPRC5B
CNPY2
CENPQ
POSTN
ANPEP
GPR85
RINT1
GOLGA2P5
GNA12
SP140L
SDHA
DAD1
CCNE1
SCAP
HSP90AA1
IMMT
ATP5F1B
INTS12
FXYD5
KIAA0232
ATG4B
NEMF
ARHGEF5
MED20
TSPAN2
ADCY1
GOLM1
VKORC1
CENPU
CDH19
SLC35D1
PORCN
TRIM45
STX16
SCAMP2
SCN7A
